Point_ID,Annotation,Region,X,Y,Z
297,0,0,36389,25701,0
298,0,0,36524,25633,0
299,0,0,36547,25610,0
300,0,0,36638,25610,0
301,0,0,36706,25587,0
302,0,0,36751,25542,0
303,0,0,36773,25542,0
304,0,0,36819,25542,0
305,0,0,36909,25519,0
306,0,0,37023,25497,0
307,0,0,37158,25474,0
308,0,0,37453,25452,0
309,0,0,37589,25452,0
310,0,0,37611,25452,0
311,0,0,37724,25452,0
312,0,0,37860,25452,0
313,0,0,37974,25452,0
314,0,0,38042,25452,0
315,0,0,38109,25452,0
316,0,0,38245,25452,0
317,0,0,38381,25452,0
318,0,0,38517,25452,0
319,0,0,38630,25452,0
320,0,0,38743,25452,0
321,0,0,38879,25452,0
322,0,0,39015,25452,0
323,0,0,39196,25474,0
324,0,0,39332,25474,0
325,0,0,39445,25474,0
326,0,0,39581,25497,0
327,0,0,39672,25497,0
328,0,0,39785,25519,0
329,0,0,39898,25542,0
330,0,0,40034,25565,0
331,0,0,40170,25587,0
332,0,0,40283,25587,0
333,0,0,40396,25633,0
334,0,0,40487,25678,0
335,0,0,40578,25701,0
336,0,0,40646,25746,0
337,0,0,40714,25769,0
338,0,0,40804,25814,0
339,0,0,40917,25882,0
340,0,0,41031,25950,0
341,0,0,41076,25972,0
342,0,0,41166,26018,0
343,0,0,41234,26086,0
344,0,0,41302,26131,0
345,0,0,41370,26176,0
346,0,0,41483,26221,0
347,0,0,41574,26289,0
348,0,0,41687,26357,0
349,0,0,41710,26357,0
350,0,0,41778,26425,0
351,0,0,41846,26448,0
352,0,0,41891,26493,0
353,0,0,41982,26538,0
354,0,0,42027,26561,0
355,0,0,42117,26652,0
356,0,0,42231,26742,0
357,0,0,42367,26855,0
358,0,0,42457,26923,0
359,0,0,42457,26946,0
360,0,0,42570,27014,0
361,0,0,42661,27127,0
362,0,0,42706,27195,0
363,0,0,42797,27263,0
364,0,0,42865,27376,0
365,0,0,42910,27399,0
366,0,0,43001,27489,0
367,0,0,43091,27580,0
368,0,0,43136,27603,0
369,0,0,43227,27716,0
370,0,0,43318,27807,0
371,0,0,43431,27874,0
372,0,0,43499,27988,0
373,0,0,43612,28124,0
374,0,0,43680,28237,0
375,0,0,43725,28282,0
376,0,0,43748,28350,0
377,0,0,43770,28373,0
378,0,0,43816,28486,0
379,0,0,43838,28531,0
380,0,0,43861,28554,0
381,0,0,43888,28572,0
382,0,0,43888,28587,0
383,0,0,43888,28617,0
384,0,0,43888,28632,0
385,0,0,43903,28662,0
386,0,0,43918,28692,0
387,0,0,43918,28722,0
388,0,0,43918,28737,0
389,0,0,43933,28752,0
390,0,0,43948,28767,0
391,0,0,43963,28813,0
392,0,0,43978,28828,0
393,0,0,44023,28903,0
394,0,0,44053,28963,0
395,0,0,44083,29008,0
396,0,0,44098,29038,0
397,0,0,44098,29068,0
398,0,0,44128,29083,0
399,0,0,44128,29128,0
400,0,0,44173,29173,0
401,0,0,44173,29203,0
402,0,0,44203,29248,0
403,0,0,44203,29278,0
404,0,0,44218,29308,0
405,0,0,44233,29353,0
406,0,0,44248,29383,0
407,0,0,44263,29413,0
408,0,0,44278,29443,0
409,0,0,44293,29473,0
410,0,0,44308,29533,0
411,0,0,44353,29578,0
412,0,0,44398,29638,0
413,0,0,44428,29698,0
414,0,0,44473,29788,0
415,0,0,44518,29864,0
416,0,0,44533,29909,0
417,0,0,44578,29939,0
418,0,0,44623,30014,0
419,0,0,44654,30059,0
420,0,0,44684,30089,0
421,0,0,44714,30134,0
422,0,0,44729,30164,0
423,0,0,44789,30224,0
424,0,0,44804,30254,0
425,0,0,44834,30284,0
426,0,0,44864,30314,0
427,0,0,44894,30344,0
428,0,0,44909,30374,0
429,0,0,44939,30419,0
430,0,0,44969,30449,0
431,0,0,44969,30464,0
432,0,0,45014,30524,0
433,0,0,45104,30614,0
434,0,0,45134,30629,0
435,0,0,45164,30659,0
436,0,0,45224,30749,0
437,0,0,45284,30794,0
438,0,0,45329,30839,0
439,0,0,45389,30930,0
440,0,0,45554,31080,0
441,0,0,45644,31155,0
442,0,0,45735,31245,0
443,0,0,45780,31290,0
444,0,0,45825,31335,0
445,0,0,45885,31410,0
446,0,0,45900,31440,0
447,0,0,45945,31485,0
448,0,0,46020,31560,0
449,0,0,46050,31575,0
450,0,0,46125,31665,0
451,0,0,46215,31740,0
452,0,0,46290,31800,0
453,0,0,46305,31815,0
454,0,0,46305,31830,0
455,0,0,46380,31906,0
456,0,0,46425,31951,0
457,0,0,46455,31966,0
458,0,0,46470,31981,0
459,0,0,46470,31996,0
460,0,0,46500,32011,0
461,0,0,46545,32041,0
462,0,0,46575,32071,0
463,0,0,46590,32071,0
464,0,0,46605,32086,0
465,0,0,46605,32101,0
466,0,0,46635,32116,0
467,0,0,46665,32131,0
468,0,0,46680,32146,0
469,0,0,46710,32161,0
470,0,0,46710,32176,0
471,0,0,46726,32191,0
472,0,0,46741,32191,0
473,0,0,46771,32221,0
474,0,0,46786,32221,0
475,0,0,46801,32236,0
476,0,0,46801,32251,0
477,0,0,46816,32251,0
478,0,0,46846,32296,0
479,0,0,46891,32326,0
480,0,0,46906,32356,0
481,0,0,46906,32371,0
482,0,0,46906,32386,0
483,0,0,46921,32401,0
484,0,0,46936,32416,0
485,0,0,46936,32431,0
486,0,0,46936,32446,0
487,0,0,46951,32461,0
488,0,0,46951,32476,0
489,0,0,46951,32491,0
490,0,0,46951,32506,0
491,0,0,46951,32521,0
492,0,0,46951,32536,0
493,0,0,46951,32551,0
494,0,0,46951,32566,0
495,0,0,46951,32581,0
496,0,0,46951,32596,0
497,0,0,46966,32596,0
498,0,0,46966,32611,0
499,0,0,46966,32626,0
500,0,0,46966,32641,0
501,0,0,46966,32656,0
502,0,0,46966,32671,0
503,0,0,46966,32686,0
504,0,0,46966,32701,0
505,0,0,46966,32716,0
506,0,0,46966,32731,0
507,0,0,46951,32746,0
508,0,0,46951,32776,0
509,0,0,46936,32791,0
510,0,0,46936,32821,0
511,0,0,46921,32851,0
512,0,0,46921,32881,0
513,0,0,46906,32896,0
514,0,0,46906,32911,0
515,0,0,46876,32942,0
516,0,0,46876,32972,0
517,0,0,46876,32987,0
518,0,0,46861,33002,0
519,0,0,46861,33017,0
520,0,0,46846,33047,0
521,0,0,46831,33062,0
522,0,0,46816,33077,0
523,0,0,46816,33092,0
524,0,0,46801,33107,0
525,0,0,46786,33122,0
526,0,0,46786,33137,0
527,0,0,46786,33167,0
528,0,0,46786,33197,0
529,0,0,46786,33212,0
530,0,0,46771,33242,0
531,0,0,46771,33272,0
532,0,0,46771,33302,0
533,0,0,46756,33332,0
534,0,0,46756,33347,0
535,0,0,46756,33377,0
536,0,0,46756,33392,0
537,0,0,46756,33407,0
538,0,0,46756,33422,0
539,0,0,46756,33437,0
540,0,0,46756,33467,0
541,0,0,46756,33482,0
542,0,0,46756,33497,0
543,0,0,46756,33527,0
544,0,0,46756,33542,0
545,0,0,46756,33572,0
546,0,0,46756,33632,0
547,0,0,46756,33662,0
548,0,0,46756,33677,0
549,0,0,46756,33707,0
550,0,0,46756,33737,0
551,0,0,46756,33767,0
552,0,0,46756,33782,0
553,0,0,46756,33812,0
554,0,0,46756,33827,0
555,0,0,46756,33842,0
556,0,0,46756,33857,0
557,0,0,46756,33872,0
558,0,0,46756,33917,0
559,0,0,46741,33932,0
560,0,0,46741,33947,0
561,0,0,46741,33963,0
562,0,0,46741,33978,0
563,0,0,46741,33993,0
564,0,0,46726,34008,0
565,0,0,46726,34038,0
566,0,0,46726,34053,0
567,0,0,46726,34083,0
568,0,0,46726,34098,0
569,0,0,46710,34113,0
570,0,0,46710,34143,0
571,0,0,46710,34158,0
572,0,0,46710,34173,0
573,0,0,46710,34203,0
574,0,0,46710,34218,0
575,0,0,46710,34233,0
576,0,0,46710,34263,0
577,0,0,46695,34278,0
578,0,0,46695,34293,0
579,0,0,46695,34323,0
580,0,0,46695,34338,0
581,0,0,46680,34338,0
582,0,0,46680,34368,0
583,0,0,46680,34383,0
584,0,0,46680,34398,0
585,0,0,46588,34404,0
586,0,0,46588,34414,0
587,0,0,46588,34425,0
588,0,0,46588,34446,0
589,0,0,46588,34467,0
590,0,0,46588,34488,0
591,0,0,46588,34498,0
592,0,0,46588,34519,0
593,0,0,46588,34530,0
594,0,0,46588,34540,0
595,0,0,46588,34551,0
596,0,0,46588,34613,0
597,0,0,46588,34634,0
598,0,0,46588,34645,0
599,0,0,46588,34655,0
600,0,0,46588,34676,0
601,0,0,46588,34697,0
602,0,0,46588,34718,0
603,0,0,46578,34750,0
604,0,0,46578,34771,0
605,0,0,46567,34791,0
606,0,0,46567,34823,0
607,0,0,46567,34844,0
608,0,0,46557,34875,0
609,0,0,46557,34896,0
610,0,0,46546,34928,0
611,0,0,46536,34959,0
612,0,0,46536,34980,0
613,0,0,46525,35011,0
614,0,0,46525,35043,0
615,0,0,46515,35074,0
616,0,0,46515,35095,0
617,0,0,46504,35116,0
618,0,0,46504,35148,0
619,0,0,46504,35169,0
620,0,0,46494,35190,0
621,0,0,46494,35211,0
622,0,0,46483,35231,0
623,0,0,46483,35252,0
624,0,0,46483,35294,0
625,0,0,46473,35326,0
626,0,0,46462,35347,0
627,0,0,46462,35368,0
628,0,0,46452,35399,0
629,0,0,46452,35420,0
630,0,0,46452,35431,0
631,0,0,46452,35462,0
632,0,0,46452,35483,0
633,0,0,46431,35525,0
634,0,0,46431,35556,0
635,0,0,46431,35577,0
636,0,0,46431,35598,0
637,0,0,46420,35619,0
638,0,0,46420,35640,0
639,0,0,46420,35651,0
640,0,0,46410,35671,0
641,0,0,46410,35692,0
642,0,0,46410,35713,0
643,0,0,46400,35745,0
644,0,0,46389,35766,0
645,0,0,46379,35808,0
646,0,0,46379,35829,0
647,0,0,46368,35839,0
648,0,0,46358,35871,0
649,0,0,46358,35891,0
650,0,0,46347,35912,0
651,0,0,46347,35933,0
652,0,0,46337,35933,0
653,0,0,46337,35954,0
654,0,0,46337,35986,0
655,0,0,46337,35996,0
656,0,0,46326,36007,0
657,0,0,46326,36017,0
658,0,0,46326,36028,0
659,0,0,46352,36200,0
660,0,0,46352,36230,0
661,0,0,46344,36246,0
662,0,0,46344,36261,0
663,0,0,46344,36269,0
664,0,0,46329,36292,0
665,0,0,46329,36307,0
666,0,0,46321,36315,0
667,0,0,46321,36330,0
668,0,0,46306,36345,0
669,0,0,46306,36360,0
670,0,0,46291,36383,0
671,0,0,46283,36406,0
672,0,0,46275,36422,0
673,0,0,46268,36437,0
674,0,0,46268,36452,0
675,0,0,46268,36460,0
676,0,0,46260,36475,0
677,0,0,46252,36490,0
678,0,0,46245,36506,0
679,0,0,46237,36513,0
680,0,0,46237,36521,0
681,0,0,46237,36529,0
682,0,0,46237,36536,0
683,0,0,46237,36544,0
684,0,0,46229,36552,0
685,0,0,46229,36567,0
686,0,0,46222,36575,0
687,0,0,46222,36598,0
688,0,0,46214,36605,0
689,0,0,46214,36613,0
690,0,0,46206,36621,0
691,0,0,46199,36636,0
692,0,0,46199,36643,0
693,0,0,46191,36659,0
694,0,0,46183,36674,0
695,0,0,46183,36689,0
696,0,0,46168,36712,0
697,0,0,46168,36720,0
698,0,0,46153,36743,0
699,0,0,46153,36751,0
700,0,0,46145,36766,0
701,0,0,46138,36781,0
702,0,0,46130,36789,0
703,0,0,46107,36812,0
704,0,0,46099,36835,0
705,0,0,46084,36858,0
706,0,0,46069,36873,0
707,0,0,46061,36896,0
708,0,0,46053,36911,0
709,0,0,46023,36949,0
710,0,0,46000,36988,0
711,0,0,45985,37011,0
712,0,0,45977,37026,0
713,0,0,45969,37041,0
714,0,0,45962,37049,0
715,0,0,45954,37057,0
716,0,0,45946,37072,0
717,0,0,45946,37087,0
718,0,0,45931,37110,0
719,0,0,45931,37125,0
720,0,0,45916,37141,0
721,0,0,45908,37156,0
722,0,0,45900,37164,0
723,0,0,45900,37171,0
724,0,0,45893,37187,0
725,0,0,45877,37210,0
726,0,0,45870,37233,0
727,0,0,45854,37240,0
728,0,0,45854,37255,0
729,0,0,45847,37263,0
730,0,0,45839,37278,0
731,0,0,45832,37294,0
732,0,0,45824,37301,0
733,0,0,45816,37309,0
734,0,0,45809,37324,0
735,0,0,45801,37340,0
736,0,0,45786,37363,0
737,0,0,45778,37378,0
738,0,0,45770,37393,0
739,0,0,45763,37408,0
740,0,0,45747,37424,0
741,0,0,45724,37447,0
742,0,0,45709,37477,0
743,0,0,45686,37493,0
744,0,0,45663,37516,0
745,0,0,45656,37531,0
746,0,0,45648,37546,0
747,0,0,45640,37561,0
748,0,0,45625,37577,0
749,0,0,45625,37592,0
750,0,0,45617,37600,0
751,0,0,45602,37623,0
752,0,0,45594,37630,0
753,0,0,45587,37653,0
754,0,0,45579,37669,0
755,0,0,45591,37676,0
756,0,0,45585,37689,0
757,0,0,45552,37721,0
758,0,0,45520,37760,0
759,0,0,45487,37800,0
760,0,0,45454,37845,0
761,0,0,45428,37878,0
762,0,0,45402,37911,0
763,0,0,45382,37937,0
764,0,0,45363,37963,0
765,0,0,45343,37983,0
766,0,0,45337,38002,0
767,0,0,45317,38028,0
768,0,0,45304,38054,0
769,0,0,45291,38081,0
770,0,0,45278,38107,0
771,0,0,45252,38146,0
772,0,0,45232,38172,0
773,0,0,45219,38198,0
774,0,0,45206,38224,0
775,0,0,45199,38250,0
776,0,0,45186,38270,0
777,0,0,45173,38296,0
778,0,0,45160,38322,0
779,0,0,45147,38342,0
780,0,0,45134,38368,0
781,0,0,45115,38394,0
782,0,0,45088,38433,0
783,0,0,45056,38479,0
784,0,0,45036,38512,0
785,0,0,45010,38551,0
786,0,0,44984,38577,0
787,0,0,44951,38610,0
788,0,0,44906,38649,0
789,0,0,44886,38675,0
790,0,0,44853,38708,0
791,0,0,44834,38747,0
792,0,0,44814,38760,0
793,0,0,44788,38786,0
794,0,0,44762,38812,0
795,0,0,44742,38832,0
796,0,0,44723,38851,0
797,0,0,44697,38884,0
798,0,0,44670,38904,0
799,0,0,44644,38923,0
800,0,0,44625,38949,0
801,0,0,44612,38969,0
802,0,0,44572,38988,0
803,0,0,44527,39015,0
804,0,0,44514,39028,0
805,0,0,44514,39034,0
806,0,0,44507,39041,0
807,0,0,44468,39054,0
808,0,0,44344,39099,0
809,0,0,44292,39126,0
810,0,0,44265,39139,0
811,0,0,44239,39145,0
812,0,0,44213,39152,0
813,0,0,44200,39158,0
814,0,0,44174,39165,0
815,0,0,44154,39178,0
816,0,0,44141,39184,0
817,0,0,44122,39184,0
818,0,0,44109,39191,0
819,0,0,44089,39197,0
820,0,0,44076,39211,0
821,0,0,44050,39217,0
822,0,0,44024,39237,0
823,0,0,44011,39250,0
824,0,0,43991,39263,0
825,0,0,43952,39289,0
826,0,0,43913,39308,0
827,0,0,43874,39328,0
828,0,0,43854,39341,0
829,0,0,43808,39354,0
830,0,0,43756,39367,0
831,0,0,43723,39374,0
832,0,0,43704,39374,0
833,0,0,43678,39374,0
834,0,0,43658,39374,0
835,0,0,43625,39374,0
836,0,0,43593,39374,0
837,0,0,43547,39374,0
838,0,0,43501,39367,0
839,0,0,43469,39361,0
840,0,0,43449,39354,0
841,0,0,43416,39354,0
842,0,0,43390,39348,0
843,0,0,43358,39341,0
844,0,0,43305,39328,0
845,0,0,43266,39322,0
846,0,0,43220,39315,0
847,0,0,43175,39315,0
848,0,0,43135,39308,0
849,0,0,43096,39289,0
850,0,0,43057,39276,0
851,0,0,43011,39256,0
852,0,0,42985,39243,0
853,0,0,42953,39224,0
854,0,0,42926,39211,0
855,0,0,42887,39184,0
856,0,0,42881,39178,0
857,0,0,42868,39171,0
858,0,0,42842,39152,0
859,0,0,42789,39126,0
860,0,0,42770,39113,0
861,0,0,42744,39093,0
862,0,0,42711,39067,0
863,0,0,42685,39041,0
864,0,0,42659,39028,0
865,0,0,42633,39001,0
866,0,0,42593,38982,0
867,0,0,42554,38956,0
868,0,0,42521,38936,0
869,0,0,42482,38917,0
870,0,0,42450,38890,0
871,0,0,42417,38864,0
872,0,0,42365,38838,0
873,0,0,42299,38799,0
874,0,0,42241,38760,0
875,0,0,42208,38727,0
876,0,0,42182,38708,0
877,0,0,42169,38688,0
878,0,0,42156,38675,0
879,0,0,42130,38662,0
880,0,0,42116,38642,0
881,0,0,42097,38629,0
882,0,0,42058,38610,0
883,0,0,42005,38570,0
884,0,0,41973,38544,0
885,0,0,41940,38518,0
886,0,0,41894,38479,0
887,0,0,41862,38459,0
888,0,0,41836,38433,0
889,0,0,41810,38407,0
890,0,0,41790,38394,0
891,0,0,41764,38368,0
892,0,0,41751,38355,0
893,0,0,41718,38335,0
894,0,0,41692,38309,0
895,0,0,41666,38290,0
896,0,0,41653,38276,0
897,0,0,41640,38263,0
898,0,0,41627,38250,0
899,0,0,41600,38231,0
900,0,0,41587,38218,0
901,0,0,41568,38205,0
902,0,0,41542,38178,0
903,0,0,41522,38152,0
904,0,0,41503,38139,0
905,0,0,41470,38113,0
906,0,0,41424,38054,0
907,0,0,41398,38022,0
908,0,0,41365,37989,0
909,0,0,41293,37924,0
910,0,0,41235,37878,0
911,0,0,41156,37793,0
912,0,0,41127,37760,0
913,0,0,41104,37737,0
914,0,0,41066,37722,0
915,0,0,41035,37692,0
916,0,0,40997,37669,0
917,0,0,40958,37653,0
918,0,0,40928,37630,0
919,0,0,40897,37607,0
920,0,0,40844,37577,0
921,0,0,40790,37546,0
922,0,0,40760,37516,0
923,0,0,40721,37493,0
924,0,0,40706,37485,0
925,0,0,40691,37470,0
926,0,0,40675,37462,0
927,0,0,40660,37447,0
928,0,0,40645,37439,0
929,0,0,40614,37416,0
930,0,0,40607,37408,0
931,0,0,40599,37408,0
932,0,0,40591,37401,0
933,0,0,40584,37393,0
934,0,0,40576,37386,0
935,0,0,40545,37370,0
936,0,0,40530,37363,0
937,0,0,40515,37347,0
938,0,0,40499,37332,0
939,0,0,40492,37324,0
940,0,0,40484,37317,0
941,0,0,40469,37301,0
942,0,0,40454,37294,0
943,0,0,40438,37263,0
944,0,0,40415,37240,0
945,0,0,40400,37225,0
946,0,0,40392,37210,0
947,0,0,40385,37194,0
948,0,0,40369,37187,0
949,0,0,40354,37171,0
950,0,0,40340,37172,0
951,0,0,40334,37166,0
952,0,0,40334,37159,0
953,0,0,40327,37153,0
954,0,0,40301,37140,0
955,0,0,40281,37127,0
956,0,0,40262,37107,0
957,0,0,40249,37101,0
958,0,0,40236,37094,0
959,0,0,40216,37075,0
960,0,0,40196,37075,0
961,0,0,40183,37061,0
962,0,0,40164,37048,0
963,0,0,40138,37042,0
964,0,0,40111,37035,0
965,0,0,40092,37022,0
966,0,0,40079,37009,0
967,0,0,40059,37009,0
968,0,0,40013,36977,0
969,0,0,39981,36957,0
970,0,0,39968,36944,0
971,0,0,39961,36937,0
972,0,0,39955,36931,0
973,0,0,39942,36924,0
974,0,0,39902,36898,0
975,0,0,39850,36859,0
976,0,0,39778,36813,0
977,0,0,39720,36761,0
978,0,0,39687,36735,0
979,0,0,39674,36728,0
980,0,0,39661,36715,0
981,0,0,39641,36702,0
982,0,0,39615,36670,0
983,0,0,39595,36650,0
984,0,0,39576,36630,0
985,0,0,39537,36604,0
986,0,0,39517,36585,0
987,0,0,39504,36572,0
988,0,0,39484,36552,0
989,0,0,39439,36526,0
990,0,0,39419,36513,0
991,0,0,39413,36506,0
992,0,0,39406,36493,0
993,0,0,39386,36487,0
994,0,0,39373,36474,0
995,0,0,39334,36434,0
996,0,0,39295,36408,0
997,0,0,39269,36389,0
998,0,0,39230,36363,0
999,0,0,39184,36336,0
1000,0,0,39151,36304,0
1001,0,0,39125,36284,0
1002,0,0,39106,36271,0
1003,0,0,39079,36252,0
1004,0,0,39040,36219,0
1005,0,0,39014,36186,0
1006,0,0,38975,36160,0
1007,0,0,38923,36114,0
1008,0,0,38897,36088,0
1009,0,0,38883,36069,0
1010,0,0,38857,36049,0
1011,0,0,38838,36036,0
1012,0,0,38805,36016,0
1013,0,0,38772,35990,0
1014,0,0,38727,35951,0
1015,0,0,38694,35925,0
1016,0,0,38668,35905,0
1017,0,0,38642,35873,0
1018,0,0,38609,35840,0
1019,0,0,38583,35820,0
1020,0,0,38570,35794,0
1021,0,0,38557,35781,0
1022,0,0,38544,35762,0
1023,0,0,38524,35736,0
1024,0,0,38498,35703,0
1025,0,0,38452,35651,0
1026,0,0,38433,35624,0
1027,0,0,38413,35605,0
1028,0,0,38400,35598,0
1029,0,0,38394,35585,0
1030,0,0,38381,35572,0
1031,0,0,38367,35559,0
1032,0,0,38348,35540,0
1033,0,0,38335,35520,0
1034,0,0,38328,35507,0
1035,0,0,38302,35481,0
1036,0,0,38276,35455,0
1037,0,0,38263,35435,0
1038,0,0,38237,35415,0
1039,0,0,38224,35402,0
1040,0,0,38211,35383,0
1041,0,0,38204,35370,0
1042,0,0,38185,35344,0
1043,0,0,38172,35331,0
1044,0,0,38158,35311,0
1045,0,0,38139,35291,0
1046,0,0,38126,35265,0
1047,0,0,38113,35252,0
1048,0,0,38113,35246,0
1049,0,0,38093,35219,0
1050,0,0,38067,35187,0
1051,0,0,38041,35148,0
1052,0,0,38021,35115,0
1053,0,0,38008,35089,0
1054,0,0,37995,35076,0
1055,0,0,37989,35063,0
1056,0,0,37976,35043,0
1057,0,0,37963,35017,0
1058,0,0,37949,35004,0
1059,0,0,37930,34978,0
1060,0,0,37917,34958,0
1061,0,0,37904,34926,0
1062,0,0,37891,34913,0
1063,0,0,37878,34886,0
1064,0,0,37858,34854,0
1065,0,0,37851,34828,0
1066,0,0,37838,34801,0
1067,0,0,37825,34769,0
1068,0,0,37812,34749,0
1069,0,0,37806,34730,0
1070,0,0,37793,34697,0
1071,0,0,37780,34664,0
1072,0,0,37773,34645,0
1073,0,0,37767,34632,0
1074,0,0,37760,34606,0
1075,0,0,37760,34592,0
1076,0,0,37747,34573,0
1077,0,0,37740,34547,0
1078,0,0,37727,34501,0
1079,0,0,37727,34488,0
1080,0,0,37727,34462,0
1081,0,0,37715,34433,0
1082,0,0,37692,34395,0
1083,0,0,37684,34364,0
1084,0,0,37677,34349,0
1085,0,0,37669,34326,0
1086,0,0,37654,34295,0
1087,0,0,37654,34272,0
1088,0,0,37646,34265,0
1089,0,0,37631,34250,0
1090,0,0,37608,34181,0
1091,0,0,37600,34158,0
1092,0,0,37593,34127,0
1093,0,0,37585,34104,0
1094,0,0,37577,34074,0
1095,0,0,37570,34058,0
1096,0,0,37562,34051,0
1097,0,0,37562,34035,0
1098,0,0,37562,34005,0
1099,0,0,37554,33989,0
1100,0,0,37547,33966,0
1101,0,0,37547,33944,0
1102,0,0,37539,33921,0
1103,0,0,37531,33898,0
1104,0,0,37524,33859,0
1105,0,0,37524,33836,0
1106,0,0,37516,33806,0
1107,0,0,37508,33791,0
1108,0,0,37501,33775,0
1109,0,0,37501,33760,0
1110,0,0,37501,33745,0
1111,0,0,37493,33737,0
1112,0,0,37493,33722,0
1113,0,0,37485,33706,0
1114,0,0,37485,33699,0
1115,0,0,37485,33691,0
1116,0,0,37485,33676,0
1117,0,0,37485,33668,0
1118,0,0,37478,33660,0
1119,0,0,37470,33645,0
1120,0,0,37470,33638,0
1121,0,0,37463,33607,0
1122,0,0,37463,33576,0
1123,0,0,37447,33530,0
1124,0,0,37440,33500,0
1125,0,0,37432,33477,0
1126,0,0,37424,33446,0
1127,0,0,37414,33443,0
1128,0,0,37414,33436,0
1129,0,0,37414,33423,0
1130,0,0,37401,33410,0
1131,0,0,37395,33390,0
1132,0,0,37388,33377,0
1133,0,0,37375,33351,0
1134,0,0,37336,33318,0
1135,0,0,37303,33279,0
1136,0,0,37284,33253,0
1137,0,0,37264,33234,0
1138,0,0,37251,33221,0
1139,0,0,37225,33194,0
1140,0,0,37199,33175,0
1141,0,0,37186,33168,0
1142,0,0,37173,33155,0
1143,0,0,37160,33142,0
1144,0,0,37140,33129,0
1145,0,0,37114,33109,0
1146,0,0,37055,33077,0
1147,0,0,37029,33057,0
1148,0,0,37003,33031,0
1149,0,0,36977,33011,0
1150,0,0,36951,32992,0
1151,0,0,36918,32966,0
1152,0,0,36898,32953,0
1153,0,0,36866,32927,0
1154,0,0,36833,32907,0
1155,0,0,36787,32868,0
1156,0,0,36761,32848,0
1157,0,0,36748,32829,0
1158,0,0,36735,32809,0
1159,0,0,36715,32776,0
1160,0,0,36683,32750,0
1161,0,0,36650,32711,0
1162,0,0,36631,32678,0
1163,0,0,36604,32646,0
1164,0,0,36578,32607,0
1165,0,0,36552,32567,0
1166,0,0,36539,32541,0
1167,0,0,36513,32495,0
1168,0,0,36500,32456,0
1169,0,0,36487,32430,0
1170,0,0,36474,32398,0
1171,0,0,36474,32378,0
1172,0,0,36461,32358,0
1173,0,0,36454,32326,0
1174,0,0,36428,32293,0
1175,0,0,36408,32247,0
1176,0,0,36376,32208,0
1177,0,0,36356,32188,0
1178,0,0,36350,32169,0
1179,0,0,36330,32143,0
1180,0,0,36317,32130,0
1181,0,0,36297,32104,0
1182,0,0,36278,32077,0
1183,0,0,36252,32064,0
1184,0,0,36239,32051,0
1185,0,0,36219,32038,0
1186,0,0,36206,32025,0
1187,0,0,36193,32012,0
1188,0,0,36173,31999,0
1189,0,0,36167,31993,0
1190,0,0,36160,31993,0
1191,0,0,36147,31979,0
1192,0,0,36121,31953,0
1193,0,0,36088,31934,0
1194,0,0,36069,31908,0
1195,0,0,36049,31888,0
1196,0,0,36043,31881,0
1197,0,0,36036,31868,0
1198,0,0,36030,31855,0
1199,0,0,36023,31842,0
1200,0,0,36017,31823,0
1201,0,0,36017,31803,0
1202,0,0,36017,31777,0
1203,0,0,36017,31751,0
1204,0,0,36017,31725,0
1205,0,0,36017,31712,0
1206,0,0,36023,31692,0
1207,0,0,36023,31679,0
1208,0,0,36023,31666,0
1209,0,0,36030,31653,0
1210,0,0,36036,31640,0
1211,0,0,36036,31620,0
1212,0,0,36043,31607,0
1213,0,0,36049,31594,0
1214,0,0,36049,31575,0
1215,0,0,36062,31561,0
1216,0,0,36062,31548,0
1217,0,0,36082,31535,0
1218,0,0,36082,31522,0
1219,0,0,36095,31509,0
1220,0,0,36101,31490,0
1221,0,0,36101,31477,0
1222,0,0,36101,31463,0
1223,0,0,36101,31450,0
1224,0,0,36101,31431,0
1225,0,0,36101,31405,0
1226,0,0,36101,31379,0
1227,0,0,36101,31359,0
1228,0,0,36088,31333,0
1229,0,0,36075,31313,0
1230,0,0,36062,31287,0
1231,0,0,36063,31274,0
1232,0,0,36055,31266,0
1233,0,0,36047,31251,0
1234,0,0,36032,31235,0
1235,0,0,36001,31212,0
1236,0,0,35986,31205,0
1237,0,0,35963,31182,0
1238,0,0,35940,31174,0
1239,0,0,35910,31151,0
1240,0,0,35887,31144,0
1241,0,0,35848,31121,0
1242,0,0,35825,31113,0
1243,0,0,35802,31113,0
1244,0,0,35787,31113,0
1245,0,0,35772,31113,0
1246,0,0,35749,31113,0
1247,0,0,35741,31113,0
1248,0,0,35711,31113,0
1249,0,0,35688,31113,0
1250,0,0,35665,31113,0
1251,0,0,35649,31113,0
1252,0,0,35627,31113,0
1253,0,0,35611,31113,0
1254,0,0,35588,31121,0
1255,0,0,35581,31121,0
1256,0,0,35573,31121,0
1257,0,0,35565,31121,0
1258,0,0,35558,31121,0
1259,0,0,35550,31121,0
1260,0,0,35535,31121,0
1261,0,0,35512,31121,0
1262,0,0,35496,31121,0
1263,0,0,35481,31128,0
1264,0,0,35466,31136,0
1265,0,0,35443,31136,0
1266,0,0,35435,31144,0
1267,0,0,35412,31144,0
1268,0,0,35397,31144,0
1269,0,0,35374,31151,0
1270,0,0,35366,31159,0
1271,0,0,35359,31159,0
1272,0,0,35351,31159,0
1273,0,0,35336,31159,0
1274,0,0,35313,31174,0
